Data,Operation,Resource_0,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Chosen_Resource,Adress
37617827,2,90,83,55,12,65,4,5,10.0.0.8
98781924,1,44,13,54,45,82,80,0,10.0.0.3
92515722,2,78,85,92,57,46,10,5,10.0.0.8
76165566,2,10,87,49,66,91,36,5,10.0.0.8
69600325,1,52,30,7,7,11,6,2,10.0.0.5
4183274,2,9,71,55,45,71,90,3,10.0.0.6
47503279,1,68,77,57,19,92,55,2,10.0.0.5
99698858,2,79,56,0,91,6,46,5,10.0.0.8
84042572,1,83,16,7,36,23,44,2,10.0.0.5
41479474,1,44,18,23,24,8,14,4,10.0.0.7
13922847,1,61,47,46,4,2,11,4,10.0.0.7
63037571,1,56,16,100,14,7,21,4,10.0.0.7
48942794,1,10,48,0,21,15,31,2,10.0.0.5
19918345,1,11,17,26,83,7,56,4,10.0.0.7
67625728,1,96,27,70,99,87,89,2,10.0.0.5
50087724,2,23,89,36,42,1,81,3,10.0.0.6
8882975,1,31,54,44,5,42,43,0,10.0.0.3
31938775,2,42,75,35,53,18,94,3,10.0.0.6
35414389,1,28,78,49,35,4,20,4,10.0.0.7
29835560,1,24,59,8,23,54,58,2,10.0.0.5
50070152,2,76,7,83,21,13,67,1,10.0.0.4
12308964,1,79,95,84,43,79,71,0,10.0.0.3
84146694,2,58,40,52,18,72,88,3,10.0.0.6
30036197,2,56,76,45,30,57,28,5,10.0.0.8
28013290,2,12,70,43,70,99,78,1,10.0.0.4
29400661,2,16,66,71,94,19,67,1,10.0.0.4
41685552,2,28,82,36,31,69,45,3,10.0.0.6
95657373,2,91,37,76,40,86,49,1,10.0.0.4
20162000,2,68,0,78,94,99,57,1,10.0.0.4
22775068,1,14,62,86,87,36,3,0,10.0.0.3
14793274,2,63,35,64,48,55,12,5,10.0.0.8
10643018,2,46,44,53,18,76,97,3,10.0.0.6
9688387,2,67,54,11,66,6,56,1,10.0.0.4
92174215,1,62,16,18,20,83,87,2,10.0.0.5
31300826,2,0,0,22,84,63,15,1,10.0.0.4
7160233,2,75,43,98,58,7,43,1,10.0.0.4
93619153,2,57,41,52,31,13,65,3,10.0.0.6
50746011,2,74,83,18,53,34,97,3,10.0.0.6
42012788,2,13,75,80,7,79,37,3,10.0.0.6
18565535,1,29,22,8,91,92,17,2,10.0.0.5
96280461,2,44,64,74,25,40,34,3,10.0.0.6
18522918,1,76,66,87,21,85,44,0,10.0.0.3
60833777,1,76,42,90,92,37,80,4,10.0.0.7
53697675,2,64,83,80,49,60,15,5,10.0.0.8
67656583,1,84,27,36,67,66,69,2,10.0.0.5
69819757,2,99,47,75,16,86,2,5,10.0.0.8
47866220,1,32,55,69,64,78,38,0,10.0.0.3
46674358,1,63,71,71,74,56,81,4,10.0.0.7
23779636,2,64,71,34,87,90,51,5,10.0.0.8
90679776,1,62,58,85,28,87,95,0,10.0.0.3
65034812,2,21,94,45,43,56,82,3,10.0.0.6
87887663,2,11,19,0,19,15,84,1,10.0.0.4
89176091,1,68,66,88,67,60,13,4,10.0.0.7
4250263,2,99,73,39,85,13,74,1,10.0.0.4
11434790,2,93,90,2,73,75,42,5,10.0.0.8
36750183,2,27,24,23,59,10,14,5,10.0.0.8
70315903,1,48,85,49,61,90,13,0,10.0.0.3
45436915,1,91,84,20,56,46,41,2,10.0.0.5
87501545,1,49,74,47,71,40,73,4,10.0.0.7
25642825,1,47,23,32,43,38,38,2,10.0.0.5
4213892,1,24,11,88,73,31,95,0,10.0.0.3
72384086,2,14,5,19,57,66,66,1,10.0.0.4
81830245,2,74,60,82,31,43,61,3,10.0.0.6
92934280,2,27,34,63,67,62,19,5,10.0.0.8
97367661,2,77,39,24,42,37,10,5,10.0.0.8
3129112,2,14,64,92,58,32,60,3,10.0.0.6
87287510,1,62,35,98,8,13,24,4,10.0.0.7
47079853,1,73,15,10,74,19,86,2,10.0.0.5
37085194,1,4,9,10,63,87,94,0,10.0.0.3
39835482,2,36,66,50,22,51,44,3,10.0.0.6
64920531,2,88,37,60,60,90,29,5,10.0.0.8
52635044,2,39,80,56,1,48,5,3,10.0.0.6
96385385,2,62,2,20,13,39,81,1,10.0.0.4
40059962,2,74,43,48,2,88,9,3,10.0.0.6
36058510,1,4,28,85,28,36,37,0,10.0.0.3
38970788,2,51,65,85,41,54,88,3,10.0.0.6
66156319,2,85,11,21,21,37,25,1,10.0.0.4
51773380,2,46,49,8,13,84,19,3,10.0.0.6
82234239,1,28,93,13,50,46,98,2,10.0.0.5
42774436,2,82,19,18,78,77,54,1,10.0.0.4
60622514,2,33,80,10,14,90,28,3,10.0.0.6
49319070,1,2,50,96,49,39,92,0,10.0.0.3
76808301,2,69,29,37,50,11,48,1,10.0.0.4
67487100,2,62,44,22,98,7,93,1,10.0.0.4
97523000,1,73,92,28,18,84,30,2,10.0.0.5
44059391,1,85,18,82,6,36,4,4,10.0.0.7
98471859,2,66,96,66,25,44,70,3,10.0.0.6
73205065,1,26,77,82,79,62,17,0,10.0.0.3
11794746,2,94,73,93,76,9,57,5,10.0.0.8
90316334,2,45,14,94,73,20,14,1,10.0.0.4
18284673,1,31,0,95,45,32,71,0,10.0.0.3
26045738,2,76,19,100,88,31,5,5,10.0.0.8
37444431,1,53,25,52,43,9,20,4,10.0.0.7
67504136,1,26,34,17,42,38,16,2,10.0.0.5
29380464,2,46,36,67,5,41,49,3,10.0.0.6
4108566,1,72,27,10,71,45,15,2,10.0.0.5
46557689,1,60,2,52,2,91,36,2,10.0.0.5
32296263,1,47,1,90,23,21,13,4,10.0.0.7
73505096,2,54,31,16,98,95,30,5,10.0.0.8
81151202,1,47,50,0,86,93,99,2,10.0.0.5
54623057,2,30,41,93,57,38,37,5,10.0.0.8
43058259,1,52,4,95,66,76,76,0,10.0.0.3
37758347,2,94,78,84,96,2,34,5,10.0.0.8
21014038,1,90,77,15,47,85,5,2,10.0.0.5
23922345,1,89,38,74,13,69,64,4,10.0.0.7
11062554,2,24,89,87,45,37,62,3,10.0.0.6
26923197,2,21,9,9,45,62,90,1,10.0.0.4
73108270,2,46,17,38,7,86,94,3,10.0.0.6
33185236,2,91,81,62,98,11,27,5,10.0.0.8
67475120,2,73,16,0,12,63,43,3,10.0.0.6
84805501,2,85,52,8,100,6,16,5,10.0.0.8
42622687,2,51,72,96,5,71,76,3,10.0.0.6
39140341,1,91,29,82,7,78,17,4,10.0.0.7
43563643,1,92,55,85,17,17,23,4,10.0.0.7
13551700,2,66,31,35,50,92,28,5,10.0.0.8
96570790,2,77,18,43,79,93,36,1,10.0.0.4
7159379,1,76,73,41,28,69,78,2,10.0.0.5
96128543,1,74,95,17,14,47,25,2,10.0.0.5
84305146,2,72,47,76,19,1,20,3,10.0.0.6
59176049,2,30,77,52,37,59,11,5,10.0.0.8
24527801,1,87,5,77,17,93,98,2,10.0.0.5
41699267,2,10,77,54,72,44,85,3,10.0.0.6
6108171,2,28,25,5,19,16,77,3,10.0.0.6
34360789,1,30,11,72,49,67,31,0,10.0.0.3
49836598,1,70,97,65,91,56,66,4,10.0.0.7
88357078,2,7,13,17,72,59,22,1,10.0.0.4
10998959,1,82,45,44,92,39,38,4,10.0.0.7
7360652,2,19,12,77,60,84,27,1,10.0.0.4
72989715,1,95,90,94,85,87,17,4,10.0.0.7
65820926,1,67,96,48,44,81,64,2,10.0.0.5
16485595,2,31,79,42,64,48,31,5,10.0.0.8
28319387,2,42,81,46,18,69,48,3,10.0.0.6
38926226,2,35,38,47,18,57,21,3,10.0.0.6
31369144,2,96,87,97,34,63,64,3,10.0.0.6
23306900,1,86,53,30,35,75,10,2,10.0.0.5
11688940,1,45,35,58,20,79,41,0,10.0.0.3
21171557,1,7,32,70,69,80,36,0,10.0.0.3
27519691,1,28,21,58,22,53,66,0,10.0.0.3
72117320,1,4,19,47,54,73,27,0,10.0.0.3
64873943,1,82,82,45,51,73,36,2,10.0.0.5
76757802,2,87,38,0,54,93,72,1,10.0.0.4
76823148,1,60,95,89,81,44,18,4,10.0.0.7
95855397,2,48,46,26,10,59,48,3,10.0.0.6
70019608,1,96,100,18,29,77,29,2,10.0.0.5
52451338,1,17,45,31,44,27,76,0,10.0.0.3
45559414,1,92,23,96,66,70,41,4,10.0.0.7
75287437,1,82,42,38,91,92,83,2,10.0.0.5
45629128,2,17,45,37,31,57,8,5,10.0.0.8
70012847,2,97,3,34,32,48,0,5,10.0.0.8
86158887,1,40,19,94,89,24,18,4,10.0.0.7
88136724,2,53,37,65,99,68,54,1,10.0.0.4
88472737,2,9,100,4,43,47,0,5,10.0.0.8
27732312,2,8,26,46,2,74,74,3,10.0.0.6
93440459,2,99,1,89,34,66,63,1,10.0.0.4
7793793,2,86,31,23,52,100,18,5,10.0.0.8
21298203,1,79,41,40,69,49,79,2,10.0.0.5
7451284,2,49,36,92,79,85,4,5,10.0.0.8
77879505,2,94,83,18,93,39,12,5,10.0.0.8
25023331,1,27,70,8,61,72,33,2,10.0.0.5
78350663,2,63,69,2,69,2,49,5,10.0.0.8
26079421,1,89,100,35,64,41,7,2,10.0.0.5
49714159,2,41,2,93,57,54,18,1,10.0.0.4
76611145,2,11,87,85,18,86,62,3,10.0.0.6
1757419,1,32,24,90,43,0,0,4,10.0.0.7
12131748,1,85,94,5,43,31,31,2,10.0.0.5
83054242,2,3,43,72,30,6,90,3,10.0.0.6
59229808,1,7,6,64,97,94,92,0,10.0.0.3
82430420,1,84,82,22,16,8,77,4,10.0.0.7
31366085,1,24,57,46,69,55,7,0,10.0.0.3
11584918,2,55,62,3,99,59,46,5,10.0.0.8
36293032,1,71,15,26,55,9,51,4,10.0.0.7
38393794,1,60,68,36,56,42,47,2,10.0.0.5
6926966,1,0,96,7,27,59,48,0,10.0.0.3
79378226,1,5,39,86,28,66,18,0,10.0.0.3
12426545,1,19,72,19,39,42,79,0,10.0.0.3
78510532,1,48,97,98,24,65,97,0,10.0.0.3
88691426,1,91,27,81,71,96,26,2,10.0.0.5
53376865,2,64,43,5,67,37,89,1,10.0.0.4
22395909,1,65,54,62,99,82,48,2,10.0.0.5
81472121,1,93,75,56,60,61,68,2,10.0.0.5
12295214,1,83,28,90,70,22,92,4,10.0.0.7
36787741,2,61,84,27,89,50,50,5,10.0.0.8
87080172,2,84,51,76,51,52,46,5,10.0.0.8
23356822,1,30,18,71,37,61,38,0,10.0.0.3
85358581,2,67,99,30,41,40,9,5,10.0.0.8
92225723,2,11,20,33,35,57,43,1,10.0.0.4
17884490,1,89,29,94,40,51,10,4,10.0.0.7
643457,2,100,4,47,85,28,20,1,10.0.0.4
75906541,2,94,14,26,73,45,40,1,10.0.0.4
56746276,2,53,57,47,39,74,86,3,10.0.0.6
83031143,1,40,57,9,77,28,68,2,10.0.0.5
47830761,1,56,81,94,11,53,66,4,10.0.0.7
96193325,2,87,9,79,54,64,64,1,10.0.0.4
68610287,1,98,46,41,68,46,43,2,10.0.0.5
82927397,1,39,77,83,51,78,4,0,10.0.0.3
40712084,1,30,88,9,40,9,24,2,10.0.0.5
28407163,1,81,88,84,26,45,67,4,10.0.0.7
19633584,2,43,48,100,69,69,2,5,10.0.0.8
84171321,2,49,85,66,42,77,39,5,10.0.0.8
27152965,1,27,89,33,73,2,77,4,10.0.0.7
46828542,1,76,58,81,56,26,79,4,10.0.0.7
15624411,1,26,46,33,7,66,15,0,10.0.0.3
28608470,1,21,29,60,86,75,77,0,10.0.0.3
57231668,1,68,75,6,21,0,11,4,10.0.0.7
93409101,1,5,66,95,24,84,10,0,10.0.0.3
95916442,1,45,59,46,89,60,8,0,10.0.0.3
29931369,1,21,62,8,20,54,48,2,10.0.0.5
48039913,1,74,17,65,31,50,13,4,10.0.0.7
94137939,2,7,56,43,44,28,18,5,10.0.0.8
93308915,1,98,13,86,49,13,69,4,10.0.0.7
86715301,1,77,44,8,42,64,9,2,10.0.0.5
36533201,1,91,11,53,35,19,69,4,10.0.0.7
26112478,2,8,59,8,93,47,38,5,10.0.0.8
7020951,2,22,93,74,25,96,28,3,10.0.0.6
34756050,1,1,8,23,77,6,17,0,10.0.0.3
2080733,1,89,33,98,31,30,96,4,10.0.0.7
80375399,1,12,3,99,16,99,85,0,10.0.0.3
23598775,1,100,73,74,59,28,0,4,10.0.0.7
51796685,2,69,84,30,80,5,86,3,10.0.0.6
88108930,2,17,30,78,26,45,16,5,10.0.0.8
5256100,2,84,92,79,96,69,49,5,10.0.0.8
69724646,2,2,53,65,36,61,96,3,10.0.0.6
33412170,1,24,56,69,10,28,11,0,10.0.0.3
66349312,1,56,38,33,70,60,97,2,10.0.0.5
24443868,2,29,39,39,77,45,75,1,10.0.0.4
68729385,2,63,6,88,29,11,16,1,10.0.0.4
91396899,2,50,21,20,14,77,3,5,10.0.0.8
80025502,2,51,19,18,64,31,68,1,10.0.0.4
53177592,2,68,76,14,100,17,57,5,10.0.0.8
55977538,1,64,40,75,32,47,3,4,10.0.0.7
73483664,2,22,93,36,41,37,16,5,10.0.0.8
36221786,2,30,4,82,97,29,84,1,10.0.0.4
25730233,2,27,91,49,45,63,63,3,10.0.0.6
9804592,2,92,57,96,88,30,81,1,10.0.0.4
87928070,1,2,28,0,0,12,42,2,10.0.0.5
85932392,1,95,71,25,2,78,75,2,10.0.0.5
96083980,2,13,8,38,72,67,4,5,10.0.0.8
18502466,1,70,27,31,8,66,34,2,10.0.0.5
65833094,2,74,22,79,67,10,87,1,10.0.0.4
60952177,1,36,38,14,55,3,95,4,10.0.0.7
74768465,1,43,98,25,25,65,98,2,10.0.0.5
205491,1,54,80,3,90,0,75,4,10.0.0.7
5694116,2,76,74,87,75,94,21,5,10.0.0.8
67721413,2,4,45,94,65,55,29,5,10.0.0.8
880608,2,78,100,51,36,50,31,5,10.0.0.8
89224505,2,49,39,33,27,19,2,5,10.0.0.8
22221120,2,9,47,80,47,32,91,1,10.0.0.4
4720322,1,86,63,2,37,31,97,2,10.0.0.5
74466057,2,55,67,55,52,42,20,5,10.0.0.8
17883949,1,42,76,50,72,3,80,4,10.0.0.7
4705474,2,18,16,14,67,100,32,1,10.0.0.4
1833400,2,83,73,69,87,53,9,5,10.0.0.8
21922792,2,9,86,69,72,9,88,3,10.0.0.6
59305175,2,26,18,37,85,99,6,5,10.0.0.8
97399546,2,12,37,17,2,100,67,3,10.0.0.6
42054424,1,90,34,35,90,79,24,2,10.0.0.5
55991231,2,75,75,35,75,3,75,1,10.0.0.4
75175596,2,93,7,4,7,68,79,1,10.0.0.4
32939565,2,86,94,16,62,69,11,5,10.0.0.8
24968773,2,90,35,36,62,72,16,5,10.0.0.8
25211875,1,66,69,60,80,61,11,2,10.0.0.5
64500475,2,99,75,83,76,88,42,5,10.0.0.8
1963265,1,22,85,58,29,39,64,0,10.0.0.3
6575887,1,0,3,79,10,8,5,0,10.0.0.3
73896544,1,51,30,75,84,51,44,0,10.0.0.3
19131828,2,51,17,6,77,43,37,1,10.0.0.4
87205007,1,80,85,16,47,18,42,2,10.0.0.5
38497419,1,60,86,28,58,1,60,4,10.0.0.7
74621712,1,28,27,54,2,85,67,0,10.0.0.3
50133394,2,11,20,49,79,57,35,1,10.0.0.4
91005140,1,77,63,36,78,75,11,2,10.0.0.5
13854178,2,23,8,66,34,93,17,1,10.0.0.4
88708651,2,12,39,27,72,39,60,1,10.0.0.4
33427719,1,49,71,76,13,24,49,4,10.0.0.7
15630448,2,53,95,58,32,62,1,5,10.0.0.8
72005969,2,81,49,74,29,1,34,3,10.0.0.6
23018814,1,62,37,16,63,9,51,4,10.0.0.7
2213081,1,92,75,33,72,59,89,2,10.0.0.5
42139513,1,30,78,48,37,92,87,0,10.0.0.3
44692590,1,36,87,56,45,86,57,0,10.0.0.3
83998454,1,5,3,52,85,51,69,0,10.0.0.3
52159087,1,13,28,62,59,9,71,4,10.0.0.7
14718470,1,96,38,81,10,53,52,4,10.0.0.7
72798140,2,87,26,80,4,73,38,3,10.0.0.6
83546348,2,17,78,45,67,97,67,3,10.0.0.6
82152163,2,8,70,30,32,6,22,5,10.0.0.8
7152132,2,89,98,38,99,46,92,5,10.0.0.8
2947064,1,39,77,26,55,91,67,2,10.0.0.5
81336666,2,86,5,72,18,75,58,1,10.0.0.4
62357685,1,42,53,38,36,88,85,2,10.0.0.5
18099886,1,18,97,58,97,69,10,0,10.0.0.3
99860400,1,63,56,9,100,15,75,2,10.0.0.5
20858920,2,55,78,68,45,0,4,5,10.0.0.8
92488694,1,98,46,26,47,14,10,4,10.0.0.7
40441147,2,47,96,20,13,65,80,3,10.0.0.6
1375750,2,5,13,18,98,74,61,1,10.0.0.4
42629401,2,97,80,53,94,73,2,5,10.0.0.8
42045175,1,22,34,94,90,70,84,0,10.0.0.3
95946094,1,77,57,24,7,71,76,2,10.0.0.5
7428753,1,69,31,51,92,0,82,4,10.0.0.7
80866183,1,24,52,63,41,21,86,4,10.0.0.7
12178543,1,92,60,31,6,65,38,2,10.0.0.5
22961818,2,18,52,79,78,61,34,5,10.0.0.8
36388693,2,55,23,0,34,42,41,1,10.0.0.4
10708984,2,6,67,25,28,55,57,3,10.0.0.6
90781724,1,49,45,84,34,51,46,0,10.0.0.3
80469488,1,100,5,54,24,35,68,4,10.0.0.7
681984,2,26,26,91,67,68,64,1,10.0.0.4
68030010,2,74,82,3,3,26,85,3,10.0.0.6
9962273,2,88,0,84,46,57,75,1,10.0.0.4
62398901,2,81,41,35,50,74,16,5,10.0.0.8
82529371,2,90,43,27,49,79,20,5,10.0.0.8
37213235,1,46,36,47,19,59,36,0,10.0.0.3
37685421,2,44,100,37,43,76,35,5,10.0.0.8
20070676,1,1,17,13,33,8,39,0,10.0.0.3
23719584,2,78,0,72,25,62,22,1,10.0.0.4
79206249,1,67,71,3,95,91,72,2,10.0.0.5
51562901,1,19,92,53,90,61,91,0,10.0.0.3
98461285,1,50,53,10,22,26,7,2,10.0.0.5
5000203,1,1,25,24,6,65,23,0,10.0.0.3
97000309,1,59,9,58,37,5,6,4,10.0.0.7
20145811,1,65,68,36,4,12,43,4,10.0.0.7
29885680,2,88,17,21,59,30,40,1,10.0.0.4
89754390,1,80,19,22,72,99,31,2,10.0.0.5
4349197,1,25,35,64,48,88,27,0,10.0.0.3
30299209,1,9,68,65,10,19,40,0,10.0.0.3
37410516,1,60,13,92,65,67,15,0,10.0.0.3
89522690,1,29,72,30,17,75,93,0,10.0.0.3
95289113,2,11,6,90,28,23,85,1,10.0.0.4
62590740,2,71,71,79,74,98,62,5,10.0.0.8
4135817,1,67,91,20,35,92,55,2,10.0.0.5
149912,1,26,5,71,32,28,88,0,10.0.0.3
67644745,1,53,18,45,80,16,33,4,10.0.0.7
98885347,2,40,36,2,91,74,31,5,10.0.0.8
5638133,2,5,55,17,62,80,17,5,10.0.0.8
20455412,1,13,10,84,34,24,72,0,10.0.0.3
9114179,1,79,61,72,96,96,30,2,10.0.0.5
63680016,2,95,73,98,19,61,51,3,10.0.0.6
65925721,1,7,56,93,94,87,10,0,10.0.0.3
30319667,1,88,38,59,63,82,96,2,10.0.0.5
48605374,1,20,88,37,18,29,30,0,10.0.0.3
9629159,1,10,3,1,68,47,98,2,10.0.0.5
10828900,1,32,15,34,91,67,67,0,10.0.0.3
37302431,2,12,79,3,10,55,23,3,10.0.0.6
64022081,2,78,83,98,59,22,94,3,10.0.0.6
68338117,2,46,83,88,82,66,66,5,10.0.0.8
13887968,1,24,38,70,29,28,56,0,10.0.0.3
16353507,2,3,54,10,37,86,62,3,10.0.0.6
85807916,1,53,3,83,26,79,2,0,10.0.0.3
82803083,1,93,1,48,3,74,67,2,10.0.0.5
87071912,1,90,83,52,11,25,35,4,10.0.0.7
2040191,2,2,81,11,37,90,32,5,10.0.0.8
29045456,2,10,41,9,93,59,18,5,10.0.0.8
73192967,1,22,57,95,67,40,84,0,10.0.0.3
89307284,2,8,99,66,40,37,67,3,10.0.0.6
60732860,2,93,46,94,55,80,41,5,10.0.0.8
24347709,2,87,9,72,17,28,56,1,10.0.0.4
63482433,1,26,61,55,38,30,70,0,10.0.0.3
37048385,2,2,72,31,6,78,95,3,10.0.0.6
57809143,1,73,43,59,29,83,90,2,10.0.0.5
32436714,2,30,41,22,17,9,5,5,10.0.0.8
39685065,2,88,8,43,46,80,35,1,10.0.0.4
55715864,2,35,46,74,99,79,96,1,10.0.0.4
57699272,2,75,7,77,47,35,59,1,10.0.0.4
61038842,1,14,63,13,56,15,81,2,10.0.0.5
5001841,2,23,10,37,33,78,7,5,10.0.0.8
53831094,2,87,0,42,58,55,79,1,10.0.0.4
44106497,1,45,44,35,63,4,39,4,10.0.0.7
68713506,2,53,68,80,53,95,12,5,10.0.0.8
81435416,2,10,99,45,32,46,28,5,10.0.0.8
86156139,2,26,44,42,61,40,39,5,10.0.0.8
88908562,2,83,100,96,84,3,2,5,10.0.0.8
82231592,2,22,17,63,10,89,39,3,10.0.0.6
44238763,2,84,65,1,35,21,71,3,10.0.0.6
49709226,2,67,40,11,28,79,60,3,10.0.0.6
78557869,1,40,6,48,3,40,67,0,10.0.0.3
66946945,2,24,13,31,43,22,35,1,10.0.0.4
6855967,2,70,55,56,51,85,63,3,10.0.0.6
16189920,1,68,72,71,18,25,63,4,10.0.0.7
27975794,1,23,71,93,92,97,92,0,10.0.0.3
15028831,2,90,83,59,46,54,95,3,10.0.0.6
72652879,1,4,79,99,48,92,30,0,10.0.0.3
94071818,1,2,63,43,94,33,90,0,10.0.0.3
16557313,1,5,1,82,76,11,21,0,10.0.0.3
36915638,1,60,83,18,43,65,58,2,10.0.0.5
51998004,1,33,86,71,46,63,54,0,10.0.0.3
69836863,1,60,19,27,29,99,4,2,10.0.0.5
63324984,1,25,69,17,18,70,26,2,10.0.0.5
95685579,1,97,31,24,77,37,43,2,10.0.0.5
79653602,1,4,16,49,79,68,31,0,10.0.0.3
79984319,1,89,32,3,45,20,21,2,10.0.0.5
51597274,1,70,20,61,14,100,36,2,10.0.0.5
28444610,2,69,30,76,14,62,6,5,10.0.0.8
78851824,2,31,11,50,83,23,38,1,10.0.0.4
27096527,2,51,77,21,71,27,41,5,10.0.0.8
76064523,2,77,49,15,28,64,10,5,10.0.0.8
91047521,2,53,99,83,13,83,16,3,10.0.0.6
36581525,1,70,52,36,33,89,98,2,10.0.0.5
55932674,2,63,3,76,45,25,21,1,10.0.0.4
627770,1,82,55,89,58,15,7,4,10.0.0.7
38347922,1,37,3,67,76,31,66,4,10.0.0.7
85012069,1,100,96,15,26,3,51,4,10.0.0.7
3233915,2,58,52,64,83,82,83,1,10.0.0.4
32585312,2,65,27,91,64,45,52,1,10.0.0.4
85323477,1,47,19,30,72,60,63,2,10.0.0.5
33859236,2,29,35,21,96,70,46,1,10.0.0.4
80917908,2,20,21,60,75,48,22,1,10.0.0.4
56126132,2,8,69,11,97,57,60,5,10.0.0.8
69235768,1,27,32,39,16,28,15,0,10.0.0.3
79492192,1,29,13,56,33,81,100,0,10.0.0.3
57439290,2,78,81,62,79,37,13,5,10.0.0.8
47916548,2,93,68,7,68,77,55,5,10.0.0.8
48401004,2,55,82,51,48,7,40,5,10.0.0.8
63268983,1,79,54,57,24,2,9,4,10.0.0.7
49373113,2,66,18,44,82,72,22,1,10.0.0.4
38669623,2,96,90,68,29,17,38,3,10.0.0.6
39668089,1,35,44,9,20,28,92,2,10.0.0.5
69947464,1,49,84,36,72,33,58,4,10.0.0.7
27619900,2,72,49,92,18,84,70,3,10.0.0.6
99267549,2,85,93,64,53,75,73,3,10.0.0.6
62207281,1,57,15,54,32,29,61,4,10.0.0.7
48780835,1,77,90,39,79,35,5,4,10.0.0.7
34723601,2,8,42,68,98,46,30,5,10.0.0.8
66561323,1,52,63,83,25,47,35,4,10.0.0.7
35693629,1,51,34,29,14,61,41,2,10.0.0.5
8952150,1,15,43,93,11,14,80,4,10.0.0.7
1785957,1,32,91,49,27,47,48,0,10.0.0.3
32227216,2,10,66,82,86,15,43,5,10.0.0.8
4731095,2,55,14,23,61,35,99,1,10.0.0.4
93966461,1,35,21,70,47,75,99,0,10.0.0.3
92501803,1,90,29,7,45,15,49,2,10.0.0.5
63748517,2,15,37,76,28,26,17,5,10.0.0.8
44115305,1,24,86,85,32,85,0,0,10.0.0.3
88610952,2,10,5,10,87,34,63,1,10.0.0.4
19719761,1,48,49,28,6,96,87,2,10.0.0.5
18913602,2,16,23,33,46,80,19,5,10.0.0.8
92302473,1,90,60,39,90,37,94,4,10.0.0.7
83972774,1,19,97,17,9,89,56,2,10.0.0.5
66519178,2,57,12,11,89,60,44,1,10.0.0.4
90099280,1,50,49,1,53,27,19,2,10.0.0.5
5113101,1,85,96,20,43,11,2,4,10.0.0.7
42201126,2,67,89,81,96,28,64,5,10.0.0.8
75371022,2,90,74,57,76,75,98,1,10.0.0.4
22340661,1,10,7,69,64,79,78,0,10.0.0.3
2083102,1,83,82,9,6,49,68,2,10.0.0.5
8614862,1,88,72,96,22,72,7,4,10.0.0.7
28168646,1,72,94,14,87,50,33,2,10.0.0.5
12125479,1,27,54,17,6,92,77,2,10.0.0.5
97885398,2,91,60,19,73,38,51,5,10.0.0.8
55707447,2,39,42,32,7,3,38,3,10.0.0.6
7611152,2,75,99,8,89,53,10,5,10.0.0.8
15015621,2,98,1,39,48,78,22,1,10.0.0.4
38573933,2,10,32,43,41,14,50,1,10.0.0.4
5428193,2,84,67,65,28,43,67,3,10.0.0.6
73510806,2,78,60,18,22,39,93,3,10.0.0.6
8236478,2,53,1,5,4,67,2,1,10.0.0.4
39910437,1,89,1,78,20,8,67,4,10.0.0.7
62082138,1,22,18,18,8,81,97,2,10.0.0.5
53298304,1,29,15,100,65,12,20,4,10.0.0.7
17299672,2,83,33,49,36,74,3,5,10.0.0.8
56350535,1,24,86,0,55,95,82,2,10.0.0.5
26452404,1,13,4,25,50,86,38,0,10.0.0.3
7007648,1,72,51,70,13,68,14,4,10.0.0.7
66694246,1,18,15,90,24,48,24,0,10.0.0.3
86622278,2,78,49,31,62,50,21,5,10.0.0.8
69116014,1,27,71,27,83,53,97,0,10.0.0.3
58144487,1,55,9,87,46,23,42,4,10.0.0.7
30137097,1,55,20,32,20,87,53,2,10.0.0.5
13964441,1,54,88,85,53,66,46,0,10.0.0.3
524268,2,85,46,32,42,51,15,5,10.0.0.8
22641800,1,32,39,80,74,88,24,0,10.0.0.3
89658261,2,24,63,79,98,68,72,1,10.0.0.4
1760922,2,35,4,90,46,90,32,1,10.0.0.4
21572119,2,62,22,79,44,71,64,1,10.0.0.4
90896988,2,56,77,56,27,16,63,3,10.0.0.6
81019511,1,55,7,23,2,85,52,2,10.0.0.5
21400306,1,91,87,9,1,58,67,2,10.0.0.5
94578016,2,49,21,15,95,100,94,1,10.0.0.4
58615976,2,39,3,37,8,29,94,1,10.0.0.4
17171810,1,61,54,95,33,61,77,0,10.0.0.3
53400405,1,31,91,31,47,83,5,0,10.0.0.3
79602320,2,98,14,49,48,39,18,1,10.0.0.4
88182905,2,1,31,92,45,98,48,1,10.0.0.4
54728943,1,41,16,72,31,57,50,0,10.0.0.3
83799881,2,9,7,53,85,40,8,1,10.0.0.4
82020108,1,38,7,46,85,48,87,0,10.0.0.3
27181219,2,77,65,4,62,91,70,3,10.0.0.6
62643795,2,75,61,16,50,3,78,3,10.0.0.6
41475446,1,76,57,31,90,66,14,2,10.0.0.5
40347815,2,9,76,55,25,41,41,3,10.0.0.6
87157488,2,85,49,53,57,43,24,5,10.0.0.8
30806722,2,45,72,2,47,12,53,3,10.0.0.6
25003926,2,27,98,34,79,93,85,3,10.0.0.6
26303016,1,41,9,5,10,97,3,2,10.0.0.5
58582784,1,28,55,42,60,83,58,0,10.0.0.3
43320606,1,82,83,5,49,1,52,4,10.0.0.7
19924352,1,48,24,93,99,7,52,4,10.0.0.7
10089316,2,96,78,8,21,3,74,3,10.0.0.6
